"117.0.0.0","117.7.255.255","1962934272","1963458559","VN","Vietnam"
"117.8.0.0","117.15.255.255","1963458560","1963982847","CN","China"
"117.16.0.0","117.17.255.255","1963982848","1964113919","KR","Korea, Republic of"
"117.18.0.0","117.18.15.255","1964113920","1964118015","HK","Hong Kong"
"117.18.16.0","117.18.23.255","1964118016","1964120063","ID","Indonesia"
"117.18.24.0","117.18.31.255","1964120064","1964122111","JP","Japan"
"117.18.32.0","117.18.32.255","1964122112","1964122367","SG","Singapore"
"117.18.33.0","117.18.34.255","1964122368","1964122879","JP","Japan"
"117.18.35.0","117.18.35.255","1964122880","1964123135","HK","Hong Kong"
"117.18.36.0","117.18.36.255","1964123136","1964123391","GB","United Kingdom"
"117.18.37.0","117.18.37.255","1964123392","1964123647","US","United States"
"117.18.38.0","117.18.38.255","1964123648","1964123903","CN","China"
"117.18.39.0","117.18.47.255","1964123904","1964126207","SG","Singapore"
"117.18.48.0","117.18.48.255","1964126208","1964126463","HK","Hong Kong"
"117.18.49.0","117.18.63.255","1964126464","1964130303","SG","Singapore"
"117.18.64.0","117.18.79.255","1964130304","1964134399","HK","Hong Kong"
"117.18.80.0","117.18.87.255","1964134400","1964136447","AU","Australia"
"117.18.88.0","117.18.95.255","1964136448","1964138495","JP","Japan"
"117.18.96.0","117.18.127.255","1964138496","1964146687","HK","Hong Kong"
"117.18.128.0","117.18.223.255","1964146688","1964171263","JP","Japan"
"117.18.224.0","117.18.231.255","1964171264","1964173311","BD","Bangladesh"
"117.18.232.0","117.18.232.255","1964173312","1964173567","AP","Asia/Pacific Region"
"117.18.233.0","117.18.233.255","1964173568","1964173823","JP","Japan"
"117.18.234.0","117.18.234.255","1964173824","1964174079","US","United States"
"117.18.235.0","117.18.235.255","1964174080","1964174335","AU","Australia"
"117.18.236.0","117.18.236.255","1964174336","1964174591","SG","Singapore"
"117.18.237.0","117.18.237.28","1964174592","1964174620","AP","Asia/Pacific Region"
"117.18.237.29","117.18.237.29","1964174621","1964174621","TW","Taiwan"
"117.18.237.30","117.18.239.255","1964174622","1964175359","AP","Asia/Pacific Region"
"117.18.240.0","117.18.255.255","1964175360","1964179455","GB","United Kingdom"
"117.19.0.0","117.19.0.0","1964179456","1964179456","AU","Australia"
"117.19.0.1","117.19.255.255","1964179457","1964244991","TW","Taiwan"
"117.20.0.0","117.20.15.255","1964244992","1964249087","AU","Australia"
"117.20.16.0","117.20.31.255","1964249088","1964253183","PK","Pakistan"
"117.20.32.0","117.20.39.255","1964253184","1964255231","WF","Wallis and Futuna"
"117.20.40.0","117.20.47.255","1964255232","1964257279","SG","Singapore"
"117.20.48.0","117.20.63.255","1964257280","1964261375","ID","Indonesia"
"117.20.64.0","117.20.71.255","1964261376","1964263423","AU","Australia"
"117.20.72.0","117.20.79.255","1964263424","1964265471","JP","Japan"
"117.20.80.0","117.20.95.255","1964265472","1964269567","KR","Korea, Republic of"
"117.20.96.0","117.20.111.255","1964269568","1964273663","JP","Japan"
"117.20.112.0","117.20.119.255","1964273664","1964275711","KH","Cambodia"
"117.20.120.0","117.20.127.255","1964275712","1964277759","GU","Guam"
"117.20.128.0","117.20.191.255","1964277760","1964294143","SG","Singapore"
"117.20.192.0","117.20.255.255","1964294144","1964310527","KR","Korea, Republic of"
"117.21.0.0","117.45.255.255","1964310528","1965948927","CN","China"
"117.46.0.0","117.46.255.255","1965948928","1966014463","JP","Japan"
"117.47.0.0","117.47.255.255","1966014464","1966079999","TH","Thailand"
"117.48.0.0","117.51.255.255","1966080000","1966342143","CN","China"
"117.52.0.0","117.52.255.255","1966342144","1966407679","KR","Korea, Republic of"
"117.53.0.0","117.53.39.255","1966407680","1966417919","JP","Japan"
"117.53.40.0","117.53.43.255","1966417920","1966418943","PK","Pakistan"
"117.53.44.0","117.53.47.255","1966418944","1966419967","ID","Indonesia"
"117.53.48.0","117.53.63.255","1966419968","1966424063","CN","China"
"117.53.64.0","117.53.127.255","1966424064","1966440447","KR","Korea, Republic of"
"117.53.128.0","117.53.143.255","1966440448","1966444543","AU","Australia"
"117.53.144.0","117.53.151.255","1966444544","1966446591","ID","Indonesia"
"117.53.152.0","117.53.155.255","1966446592","1966447615","MY","Malaysia"
"117.53.156.0","117.53.159.255","1966447616","1966448639","NZ","New Zealand"
"117.53.160.0","117.53.175.255","1966448640","1966452735","AU","Australia"
"117.53.176.0","117.53.191.255","1966452736","1966456831","CN","China"
