"93.0.0.0","93.31.255.255","1560281088","1562378239","FR","France"
"93.32.0.0","93.71.255.255","1562378240","1564999679","IT","Italy"
"93.72.0.0","93.79.255.255","1564999680","1565523967","UA","Ukraine"
"93.80.0.0","93.81.255.255","1565523968","1565655039","RU","Russian Federation"
"93.82.0.0","93.83.255.255","1565655040","1565786111","AT","Austria"
"93.84.0.0","93.85.255.255","1565786112","1565917183","BY","Belarus"
"93.86.0.0","93.87.255.255","1565917184","1566048255","RS","Serbia"
"93.88.0.0","93.88.15.255","1566048256","1566052351","RU","Russian Federation"
"93.88.32.0","93.88.47.255","1566056448","1566060543","IT","Italy"
"93.88.48.0","93.88.63.255","1566060544","1566064639","UA","Ukraine"
"93.88.64.0","93.88.79.255","1566064640","1566068735","RU","Russian Federation"
"93.88.80.0","93.88.95.255","1566068736","1566072831","AZ","Azerbaijan"
"93.88.96.0","93.88.127.255","1566072832","1566081023","IT","Italy"
"93.88.128.0","93.88.143.255","1566081024","1566085119","RU","Russian Federation"
"93.88.144.0","93.88.159.255","1566085120","1566089215","NL","Netherlands"
"93.88.160.0","93.88.191.255","1566089216","1566097407","RU","Russian Federation"
"93.88.192.0","93.88.207.255","1566097408","1566101503","HU","Hungary"
"93.88.208.0","93.88.223.255","1566101504","1566105599","RU","Russian Federation"
"93.88.224.0","93.88.239.255","1566105600","1566109695","DE","Germany"
"93.88.240.0","93.88.255.255","1566109696","1566113791","CH","Switzerland"
"93.89.0.0","93.89.15.255","1566113792","1566117887","DE","Germany"
"93.89.16.0","93.89.31.255","1566117888","1566121983","TR","Turkey"
"93.89.32.0","93.89.47.255","1566121984","1566126079","NO","Norway"
"93.89.48.0","93.89.63.255","1566126080","1566130175","IT","Italy"
"93.89.64.0","93.89.79.255","1566130176","1566134271","TR","Turkey"
"93.89.80.0","93.89.95.255","1566134272","1566138367","GB","United Kingdom"
"93.89.96.0","93.89.111.255","1566138368","1566142463","CZ","Czech Republic"
"93.89.112.0","93.89.127.255","1566142464","1566146559","NO","Norway"
